telephone,nom_complet,email,points_fidelite
+33381656331,BERNADETTE MENARD,,201
08.08.86.11.73,Thibaut Lelièvre,,239
01.49.09.91.38,Alain Gautier,alain.gautier@bouygtel.fr,280
172063119,Jules Mahe,,10
01 74 63 90 38,Hernandez Zacharie,zacharie.hernandez@club-internet.fr,492
363913190,ROYER BENOÎT,benoît.royer@yahoo.fr,303
04.93.94.81.99,LUCIE LÉVÊQUE,lucie.lévêque@hotmail.fr,76
+33680030135,ALAIN NICOLAS,alain.nicolas@laposte.net,465
456213652,Letellier Alix,,351
765328657,Honoré Chauvet,honoré.chauvet@yahoo.fr,249
02 30 87 10 33,MAILLOT TRISTAN,tristan.maillot@gmail.com,10
04 15 45 27 52,Normand Marthe,marthe.normand@sfr.fr,133
04.84.90.79.02,Rodrigues Philippine,philippine.rodrigues@orange.fr,195
01 72 30 43 62,Agathe Bruneau,agathe.bruneau@orange.fr,87
278582393,BENOÎT LECOQ,benoît.lecoq@hotmail.fr,154
+33(0)422078845,Courtois Anastasie,,114
353489295,BLONDEL RENÉ,rené.blondel@gmail.com,227
04.58.91.97.96,Marianne Brunet,marianne.brunet@sfr.fr,12
04.38.37.90.28,Morin Dominique,,367
01.34.42.95.67,Adélaïde Thomas,adélaïde.thomas@tele2.fr,45
+33(0)232262097,ALICE BERGER,alice.berger@tele2.fr,273
236482353,Rossi Marthe,marthe.rossi@gmail.com,271
+33(0)555582162,Lucas Lucie,,277
04 99 89 80 64,GROS LAURENCE,,167
05.18.24.55.19,Andre Adèle,,442
04.75.17.34.20,François Nicolas,nicolas.françois@bouygtel.fr,488
03 26 99 51 84,GODARD ISABELLE,,45
02.48.02.71.72,MONNIER FRÉDÉRIQUE,frédérique.monnier@free.fr,351
243854290,MONNIER ÉRIC,,128
0359620537,Rodriguez Chantal,,305
170303725,Riou Valérie,valérie.riou@gmail.com,207
594737749,Picard Victoire,,130
04.92.06.86.93,Robert Pruvost,robert.pruvost@free.fr,112
03 70 03 92 67,MARCELLE JOLY,,384
03.44.13.29.20,Christophe Leconte,,407
04 91 62 62 47,Lejeune Odette,,396
01 81 38 67 32,Daniel Le Gall,,69
+33(0)535861368,Arnaud Gabriel,,365
02 37 27 49 17,BOUCHER MARGOT,margot.boucher@bouygtel.fr,15
01.60.25.37.43,Chevalier Marine,,143
04.58.82.97.68,JEAN LESAGE,,201
02 61 92 72 93,Bruneau Gérard,gérard.bruneau@gmail.com,309
02 55 57 12 70,Gérard Christophe,christophe.gérard@tele2.fr,147
+33(0)420894577,VINCENT CAPUCINE,capucine.vincent@orange.fr,483
497087164,Joseph Descamps,,406
04.56.33.72.22,Lévêque Camille,camille.lévêque@laposte.net,492
04 68 47 16 89,ANDRE ROGER,,76
02.53.00.61.19,Lucie Lévy,lucie.lévy@ifrance.com,374
325243939,PELLETIER VÉRONIQUE,véronique.pelletier@free.fr,427
255095656,Anaïs Raynaud,anaïs.raynaud@voila.fr,359
+33279440090,Alexandria Cousin,alexandria.cousin@hotmail.fr,257
02.36.99.93.63,FRÉDÉRIQUE WEBER,,485
561418691,Renault Marie,marie.renault@dbmail.com,61
488521755,Maryse Hernandez,,376
276933426,Sanchez Renée,renée.sanchez@orange.fr,335
02.76.68.09.87,Morin Benjamin,,217
02.56.13.97.71,FRANÇOISE CARON,,375
0388439108,DOS SANTOS EMMANUEL,,303
03 52 92 38 81,Navarro Patricia,patricia.navarro@laposte.net,58
+33(0)179879449,Georges Michelle,michelle.georges@hotmail.fr,432
04.87.02.33.67,Célina Leroy,,436
04 87 18 52 59,Barre Guy,guy.barre@ifrance.com,350
02 22 06 87 86,Alexandre Lefèvre,,272
361685738,Ramos Stéphane,stéphane.ramos@tele2.fr,323
+33269262102,INÈS GODARD,,498
04 79 78 98 93,Maryse Descamps,,417
04 22 96 96 52,Arnaude Lacombe,,117
02 21 18 05 87,Carpentier Guillaume,,406
03 57 04 39 34,Gilles Éléonore,éléonore.gilles@yahoo.fr,500
03 79 29 55 49,Charlotte Marin,charlotte.marin@bouygtel.fr,154
0559904207,Vallet Renée,,386
387975373,GÉRARD GAUTHIER,,302
05.24.06.61.49,ÉLÉONORE LOMBARD,éléonore.lombard@voila.fr,205
03 66 95 81 86,Jourdan Martine,martine.jourdan@voila.fr,429
02 61 96 82 63,Descamps Alain,,298
0382705779,Da Costa Éric,,93
03.45.77.09.25,Valentine Ferreira,valentine.ferreira@noos.fr,467
385993172,Alphonse Costa,,99
0489679987,Fleury Paul,,442
01.40.85.18.89,DEVAUX ALEX,alex.devaux@gmail.com,80
04.13.36.24.97,CHRISTOPHE LENOIR,christophe.lenoir@gmail.com,446
08.00.69.29.43,Capucine Pires,,163
03.53.43.29.29,Berthelot Marguerite,,215
05.18.89.04.86,Renée Muller,,223
0183509718,Claudine Gérard,claudine.gérard@dbmail.com,297
415389750,Noémi Guichard,,302
02.46.91.61.01,Garnier Éric,,285
04.26.13.35.80,AIMÉE HUBERT,,19
141178883,Collet Thérèse,thérèse.collet@tiscali.fr,239
04.67.62.46.31,Arnaude Léger,,249
0353845194,Jeannine Carlier,,197
01 43 60 64 33,MARION COLETTE,,460
04 68 56 00 85,GUILLET NATHALIE,,495
04 70 08 55 99,MILLET VALENTINE,valentine.millet@noos.fr,196
01.46.67.73.63,Grégoire Besnard,grégoire.besnard@tiscali.fr,405
285776316,Luce Pires,,410
05 86 57 49 62,ALAIN DIDIER,alain.didier@tele2.fr,416
0258080839,Benjamin Pierre,,419
04 80 59 81 30,Dos Santos Zoé,zoé.dossantos@wanadoo.fr,114
276797142,BARRE MARC,,381
01.78.12.06.69,DUMONT VINCENT,,16
02 98 20 47 82,Pénélope Sanchez,,177
01.56.50.78.67,Danielle Fischer,,397
+33(0)432159848,Traore Guy,,306
+33356517657,Gilles Olivier,,85
04 98 96 68 22,Leclercq Nicole,nicole.leclercq@laposte.net,421
465949581,Joly Alice,alice.joly@hotmail.fr,450
144194681,Barthelemy Marc,marc.barthelemy@hotmail.fr,490
+33508026134,Fernandez Cécile,cécile.fernandez@ifrance.com,447
05.67.83.01.53,GRENIER DENISE,denise.grenier@laposte.net,16
262719987,MARGAUD CHRÉTIEN,,351
04 82 88 39 08,PÉNÉLOPE ANTOINE,,358
05.54.48.66.56,Guy Rousseau,,384
+33(0)368383974,RAYMOND GAY,raymond.gay@noos.fr,54
08 01 90 39 61,ADRIENNE PICARD,adrienne.picard@gmail.com,397
02 62 68 65 97,LELEU THIBAUT,,45
03.84.00.05.02,HORTENSE VALLET,,454
272047228,Letellier Julie,julie.letellier@gmail.com,131
01 39 90 95 64,ANDRÉ BERTRAND,,294
351148685,RENÉ LAUNAY,,159
04.74.86.46.71,Pichon Capucine,,128
02 32 93 50 55,DA COSTA HENRIETTE,,300
04.56.24.75.53,Françoise Guillot,françoise.guillot@wanadoo.fr,401
0480563004,ALEX LANGLOIS,,61
04 76 75 85 04,Diane Chevalier,,306
130166213,Lacombe Auguste,,453
03.61.30.95.07,Bertin Brigitte,brigitte.bertin@gmail.com,223
03.68.63.98.89,Auger Joséphine,,138
01.78.07.81.19,Timothée Lambert,,22
01 88 12 73 38,Noémi Boulay,,495
05 62 41 90 99,Pottier Charles,charles.pottier@club-internet.fr,290
+33388860762,Clémence Hebert,,68
05 67 72 06 80,Théodore Bonneau,,304
05 55 37 01 39,Techer Pauline,,204
03 57 75 15 95,Noël Bodin,,219
05 87 38 44 90,Teixeira Thibaut,thibaut.teixeira@live.com,394
03.86.81.93.07,Martins Marie,marie.martins@orange.fr,281
466108982,Michelle Leroy,,334
03.28.75.80.28,HUGUES TURPIN,,47
03.69.40.11.02,Valentine Gosselin,valentine.gosselin@orange.fr,44
0476442099,Payet Philippe,,259
02.69.71.18.21,Normand Laurence,,184
05.63.48.07.61,POULAIN NATHALIE,nathalie.poulain@tiscali.fr,488
02.49.23.65.32,Alfred Roussel,alfred.roussel@gmail.com,212
385319688,MARINE CHEVALLIER,marine.chevallier@free.fr,237
430163261,Delaunay Claudine,claudine.delaunay@noos.fr,454
+33532118242,Tristan Nicolas,tristan.nicolas@bouygtel.fr,61
+33(0)493068927,Adélaïde Bègue,,383
01 69 86 61 24,AUDREY CHAUVEAU,,271
05 31 33 60 52,Jacquot Aimée,,201
0145476866,Richard Lucy,,50
0296075633,CATHERINE DUBOIS,,377
+33(0)557356761,MICHELLE REYNAUD,,471
03.64.45.95.54,Marthe Maréchal,marthe.maréchal@tele2.fr,186
0243260520,PATRICK MOREAU,patrick.moreau@free.fr,188
0456252438,MOREAU CHRISTOPHE,,365
248203853,VALÉRIE COLLIN,valérie.collin@wanadoo.fr,121
+33251940353,RICHARD MAGGIE,maggie.richard@yahoo.fr,93
03 75 99 46 45,Matthieu Poirier,matthieu.poirier@wanadoo.fr,59
05 47 52 95 17,Roland Adam,roland.adam@gmail.com,230
+33(0)484654636,Astrid Pineau,astrid.pineau@dbmail.com,461
532466567,ÉDOUARD NICOLAS,,52
169792195,Gonzalez Michel,michel.gonzalez@bouygtel.fr,300
+33(0)413268512,Stéphanie Thomas,stéphanie.thomas@tele2.fr,446
261205755,Michelle Vallée,,97
0540032451,PICARD MARGUERITE,,422
363256886,Isaac Giraud,,284
0387867658,Renée Clerc,,332
03.89.24.38.94,Éléonore Hardy,éléonore.hardy@tiscali.fr,105
458275968,Huet Luc,,258
+33(0)344867889,Élodie Guyot,,469
0180445922,Paulette Guérin,,257
05.16.71.87.89,LOISEAU VINCENT,,222
02 76 47 19 55,Martinez Suzanne,,307
0237991804,Alexandria Guibert,,275
228370152,MOREAU THÉRÈSE,,110
05.63.67.12.79,Alexandria Lelièvre,,50
558965216,LELEU PAULETTE,,402
458819438,Alexandrie Bousquet,alexandrie.bousquet@orange.fr,60
221927698,Blanchard Marine,marine.blanchard@laposte.net,392
+33(0)228438425,MOREL DIANE,diane.morel@live.com,161
05 79 36 14 46,Maillet Roger,roger.maillet@dbmail.com,431
04 42 79 85 30,Benard Christelle,,227
03.86.26.43.32,GEORGES REGNIER,,250
+33232505378,Odette Pons,,54
04 97 63 05 47,MORIN JÉRÔME,jérôme.morin@sfr.fr,238
04 87 06 06 80,Pons Gabriel,,208
134865142,FRANCK DELATTRE,,489
182387460,Bourgeois Astrid,astrid.bourgeois@free.fr,241
432095965,Jacob Louise,louise.jacob@tiscali.fr,70
01.45.55.87.69,Hamel Anne,,220
0181410228,Leduc Luce,,272
228251338,Noël Lenoir,,398
0296093927,MARIANNE LEMAIRE,,184
534107314,Pasquier Christiane,,353
261264216,Charlotte Perez,charlotte.perez@noos.fr,24
174529097,Jacques Xavier,,364
02 31 29 48 24,Laurent Olivier,,47
149938922,Gérard Sophie,sophie.gérard@ifrance.com,15
298523321,BLIN LÉON,léon.blin@yahoo.fr,493
01.88.31.26.70,Nathalie Grondin,nathalie.grondin@voila.fr,151
01.83.12.43.91,Gallet Christelle,,299
05.81.98.71.83,Sébastien Sanchez,sébastien.sanchez@hotmail.fr,13
02 50 07 40 73,Marguerite Ollivier,marguerite.ollivier@bouygtel.fr,447
04.11.57.56.91,Élodie Arnaud,élodie.arnaud@sfr.fr,127
05.56.27.62.93,Julien Techer,julien.techer@tiscali.fr,145
03.21.87.74.19,Descamps Brigitte,,149
0234749426,Astrid Aubry,,426
516303454,Timothée Bernard,,220
388122454,COUTURIER ADRIEN,adrien.couturier@voila.fr,451
149371109,Da Costa Nicole,,282
03.59.66.91.99,Olivier Pages,,258
04 37 87 61 44,Marthe Leconte,,165
0382083631,Joseph Lefebvre,,147
247734251,FRANÇOIS MORENO,françois.moreno@live.com,13
02.96.10.54.60,Claude Berthelot,claude.berthelot@hotmail.fr,307
01 81 87 52 89,DELORME GABRIELLE,gabrielle.delorme@sfr.fr,217
0524469881,Cohen Daniel,daniel.cohen@bouygtel.fr,74
04 30 33 41 36,FOURNIER PIERRE,pierre.fournier@voila.fr,33
297210271,AIMÉE BRIAND,aimée.briand@tiscali.fr,371
04 73 06 92 25,Alix Léger,alix.léger@sfr.fr,212
261740446,Boulanger Monique,,289
01.34.23.89.13,Petitjean Marthe,,151
244017586,François Baudry,,246
03.60.71.94.91,Lemaître Astrid,astrid.lemaître@laposte.net,51
+33(0)218343742,THOMAS VALETTE,thomas.valette@laposte.net,197
469331235,PHILIPPINE CAMUS,philippine.camus@tiscali.fr,169
483751203,Da Costa Victoire,victoire.dacosta@tiscali.fr,352
142546958,ROBERT VÉRONIQUE,,231
256184485,Tristan Pasquier,,206
361483296,BERNARD RIVIÈRE,bernard.rivière@free.fr,406
139168459,Barre Arnaude,arnaude.barre@club-internet.fr,161
+33357686286,Luce Lemoine,,358
323061609,Adèle Dufour,,385
0156467678,LÉON DELAUNAY,,253
470984690,Antoinette Dijoux,,221
04.88.63.00.58,Yves Lombard,,255
01.45.24.45.42,THOMAS MARTIN,martin.thomas@yahoo.fr,258
05.79.02.43.64,Pelletier Guillaume,,245
05.24.33.65.84,Legendre Valérie,,204
04.93.37.88.03,Alexandre Yves,yves.alexandre@club-internet.fr,433
388277346,Costa Théodore,,386
01.76.49.35.47,LAETITIA DENIS,,246
182063675,Leclercq Matthieu,,188
562997232,Thierry Guibert,thierry.guibert@yahoo.fr,231
0531381743,MAGGIE CHARTIER,,14
0581238083,Audrey Hamon,,186
+33449206068,Lucas Verdier,lucas.verdier@ifrance.com,277
517737304,Gay Laetitia,,379
517304332,Morvan Marine,,18
01.47.79.99.51,Vincent Joseph,joseph.vincent@tele2.fr,263
04.97.26.60.72,Moulin Bernard,,208
07.34.71.19.09,Andrée Leclercq,,384
325507148,Lefèvre Tristan,,373
+33(0)519308783,Chartier Zacharie,,202
04.91.16.68.83,Bernard Peltier,bernard.peltier@noos.fr,184
01 79 34 72 48,SUZANNE BARTHELEMY,,412
04 13 34 01 24,LÉVY MICHELLE,,69
01.88.12.86.29,Madeleine Benard,,117
490115362,Emmanuelle Schmitt,,276
564871457,Thérèse Cohen,,354
03.58.69.06.01,Guy Michel,guy.michel@laposte.net,468
05 49 21 88 50,Aurore Daniel,,197
03 39 06 73 15,LAURE AUGER,,210
0524336752,Camille Da Silva,,322
04.58.99.40.50,MARGOT PINEAU,margot.pineau@voila.fr,242
0328911644,Moulin Paulette,paulette.moulin@free.fr,305
+33130290840,LOPEZ DOMINIQUE,,73
214147609,Zoé Grenier,,245
03.82.01.86.02,Martinez Camille,camille.martinez@noos.fr,128
03 29 86 33 39,HUGUES MICHEL,hugues.michel@bouygtel.fr,68
+33134654367,Monnier Marcel,,272
04 11 32 38 03,Théophile Pichon,théophile.pichon@yahoo.fr,269
0363142983,Éléonore Thibault,éléonore.thibault@sfr.fr,320
325810781,DENIS MERLE,,110
02 90 52 03 17,Delannoy Benjamin,benjamin.delannoy@laposte.net,431
03 88 45 47 66,Marty Aurore,,149
04.37.64.08.24,Audrey Rolland,audrey.rolland@gmail.com,126
0536733320,Delahaye Laure,,27
04 71 94 33 31,Isaac Guillet,,229
04 95 51 81 50,THIBAULT DENIS,denis.thibault@hotmail.fr,353
02 54 84 68 74,Lejeune Franck,franck.lejeune@tele2.fr,128
0379053423,Chantal Paris,,58
170930351,RENÉE DELORME,renée.delorme@noos.fr,123
+33533631450,Nath Maréchal,,424
218534783,GILLES GRENIER,gilles.grenier@club-internet.fr,31
558603773,Lévy Josette,,72
384434043,ÉMILE DIAS,émile.dias@ifrance.com,71
04.83.76.16.37,Paulette Allain,,180
04.15.05.98.41,Baudry Lucy,lucy.baudry@ifrance.com,353
05.19.06.35.66,Collet Margaret,,417
517157591,Michèle Voisin,,159
03.51.51.28.63,Brigitte Leroy,,149
01.60.02.61.75,SUSAN DUMONT,,136
05.49.59.14.50,Guibert Luc,luc.guibert@orange.fr,428
04 73 55 72 40,Stéphane Faure,stéphane.faure@dbmail.com,343
+33143667473,Lopez Augustin,augustin.lopez@wanadoo.fr,306
0437921417,Cohen Anne,anne.cohen@sfr.fr,116
0437936852,Maggie Maurice,,456
456577081,GAILLARD SUZANNE,suzanne.gaillard@sfr.fr,28
581278705,Dorothée Robin,dorothée.robin@tele2.fr,54
03.10.29.54.09,Michelle Laine,michelle.laine@noos.fr,51
0579958636,Charles Maurice,maurice.charles@club-internet.fr,88
05.31.34.19.00,LAGARDE PAULETTE,paulette.lagarde@laposte.net,234
0535521828,DELAUNAY AGNÈS,,419
01.40.46.52.82,Matthieu Mathieu,,99
0473044851,Pruvost Richard,richard.pruvost@laposte.net,132
02 28 70 75 54,Henri Bouchet,,442
+33536226659,ISABELLE ROYER,isabelle.royer@free.fr,453
03 20 94 70 70,Bonnet Pauline,,210
04.86.66.09.96,Grenier Benoît,,327
+33182354064,EMMANUEL BERNARD,,341
03 82 53 01 40,Marguerite Thibault,,17
04 15 13 93 95,CÉLINA HAMEL,,500
04 73 40 77 24,REY MARGAUX,margaux.rey@tiscali.fr,24
223718097,Marc Guillet,,357
01.69.31.40.19,Claude Pineau,,11
+33465723166,INÈS RIVIÈRE,,347
0176195405,Tessier Adrienne,,187
02 47 43 18 15,FERNANDES ARTHUR,,50
0385033527,MARTHE DUBOIS,marthe.dubois@gmail.com,481
0254297698,ARTHUR BERNARD,,484
01.83.84.25.36,William Perez,william.perez@hotmail.fr,54
01 45 36 72 37,THÉODORE POULAIN,,330
04.77.68.17.48,Mathilde Le Roux,mathilde.leroux@laposte.net,196
+33474463379,Laine Michelle,,478
02 41 22 29 92,Moulin Étienne,étienne.moulin@club-internet.fr,314
495254291,Agnès Dubois,agnès.dubois@ifrance.com,284
01 74 47 43 83,ARTHUR LEFEBVRE,arthur.lefebvre@hotmail.fr,275
310325237,Gros Virginie,,380
05 55 76 71 17,FAIVRE THÉODORE,,385
516101871,BARBE VALENTINE,,441
03.73.94.17.81,LEFEBVRE LUCE,luce.lefebvre@orange.fr,394
03.24.00.62.27,LEGRAND MARC,marc.legrand@yahoo.fr,233
234821843,Marguerite Valette,marguerite.valette@voila.fr,223
0423310890,BERTRAND GENEVIÈVE,,184
0238670978,SÉBASTIEN CORDIER,,148
04 89 26 50 33,Verdier Patrick,,121
05.57.46.29.18,Noémi Philippe,,473
03.21.65.66.88,MARGAUX FOUCHER,,429
325070170,Letellier Adélaïde,adélaïde.letellier@live.com,70
143668449,Auger Guy,guy.auger@laposte.net,42
03.22.02.20.39,Renaud Susanne,,181
322175617,Pascal Nicolas,nicolas.pascal@voila.fr,266
0290496705,Agnès Leduc,,263
+33146498008,Constance Blanchard,,275
05 40 23 62 29,Emmanuelle Dubois,,244
387463919,Benjamin Briand,,394
229592415,ALEXANDRE DIALLO,,23
+33(0)170435298,Agathe Launay,,113
03 57 06 10 61,BIGOT ALAIN,,171
01.75.05.33.85,Aubry Charlotte,charlotte.aubry@live.com,349
596710078,JACOB SÉBASTIEN,,251
+33351759170,Adélaïde Colas,,70
02.58.89.09.52,GAY ROBERT,,177
+33380928782,Traore Antoine,antoine.traore@laposte.net,10
0423993268,THÉOPHILE LEMONNIER,,347
237094600,Nicolas Fournier,nicolas.fournier@bouygtel.fr,92
01.55.01.14.18,JEAN BENJAMIN,,417
04 94 71 78 00,HONORÉ COLAS,,289
362319492,Dumont Sylvie,,393
+33484569980,Louis Antoinette,antoinette.louis@free.fr,313
+33380463603,Andrée Barre,,116
03 51 37 59 23,Gabrielle Letellier,gabrielle.letellier@voila.fr,366
+33443296228,Paulette Lecoq,paulette.lecoq@hotmail.fr,319
01.58.25.04.61,PIERRE ROLAND,,128
04 65 60 52 60,FRANÇOIS DE OLIVEIRA,françois.deoliveira@yahoo.fr,478
553439295,ANTOINETTE BRUNEAU,,492
+33564717445,Pereira Timothée,timothée.pereira@noos.fr,426
356719707,Sébastien Raynaud,,69
04.37.94.34.59,Julie Perez,,315
04.15.81.10.06,ANTOINE BOUCHET,antoine.bouchet@voila.fr,400
327952001,THOMAS LEGROS,thomas.legros@dbmail.com,91
04 56 41 89 41,PINEAU MICHELLE,michelle.pineau@tele2.fr,147
04 37 37 73 39,WEISS AUGUSTE,,53
0130111042,LEGENDRE ADÈLE,,10
360307697,COSTE BENJAMIN,benjamin.coste@sfr.fr,131
221618361,Marc Gérard,,67
+33473394159,Marcelle Allain,marcelle.allain@voila.fr,20
149160111,François Roche,françois.roche@orange.fr,52
+33(0)144326104,Margot Mahe,margot.mahe@wanadoo.fr,301
03.72.22.89.69,Christophe Picard,,165
03 87 51 22 68,Élise Pires,,226
477390088,Louis Martins,,283
366070732,LAMY CHRISTINE,christine.lamy@ifrance.com,493
0437200976,POIRIER CHANTAL,,123
03.53.03.85.93,Benard Élise,,333
0494789352,Marthe Guillon,,87
253940312,Anaïs Chrétien,anaïs.chrétien@live.com,391
02 51 23 50 60,Marguerite De Oliveira,marguerite.deoliveira@dbmail.com,77
0145077691,Marcelle Lesage,marcelle.lesage@live.com,44
05.96.89.78.53,Olivier Marguerite,,85
+33367189265,Bonneau Adrien,,106
03 51 70 51 46,Marion Noémi,,348
0438042968,Lecomte Julien,,97
0381574928,Rey Renée,,103
0352600402,Pauline Barbe,pauline.barbe@laposte.net,273
0480585078,BENJAMIN LELIÈVRE,benjamin.lelièvre@ifrance.com,113
02.56.03.63.24,ROGER GUILLAUME,roger.guillaume@tele2.fr,382
325837709,Royer André,andré.royer@hotmail.fr,106
03 88 36 92 84,BECKER VICTOIRE,,430
480135005,Le Roux Roger,roger.leroux@yahoo.fr,300
800949899,ARTHUR PAYET,,144
03 64 28 89 32,Bègue Juliette,juliette.bègue@laposte.net,132
03.68.95.32.62,Blanchard Christiane,christiane.blanchard@sfr.fr,93
0801931740,ALIX GONCALVES,,194
02 23 41 88 38,Alexandria Pinto,,229
179034181,Ollivier Adèle,,267
0801611989,Loiseau Margot,,408
01 64 21 32 37,Alex Daniel,,449
04 97 11 36 69,LAURE CLÉMENT,laure.clément@wanadoo.fr,198
146689390,Luc Dupré,,239
0352006780,Simon André,,163
148260251,Huet David,david.huet@bouygtel.fr,141
0244484528,Chevallier Robert,robert.chevallier@yahoo.fr,467
+33388656894,Audrey Mendès,,196
251895704,Fischer Marie,,434
02 32 63 92 69,Paul David,paul.david@ifrance.com,334
0558543187,Aurore Bousquet,,153
258246638,Pascal Brigitte,brigitte.pascal@tele2.fr,217
03 84 20 13 75,Arthur Clerc,arthur.clerc@orange.fr,203
02.78.08.67.71,Joseph Gaudin,joseph.gaudin@bouygtel.fr,61
231079507,LAINE MARTIN,,24
0549612392,Aurélie Roy,aurélie.roy@tele2.fr,31
03 10 73 96 22,Victoire Teixeira,,324
07 38 05 84 15,BENJAMIN LAUNAY,benjamin.launay@hotmail.fr,360
02.53.19.50.80,Guy Maillet,,335
+33(0)555692885,Olivier Aurélie,,170
04 27 08 37 37,Grégoire Agathe,,276
05 65 24 94 89,GOSSELIN AIMÉ,,473
05.96.49.64.68,Schneider Lucie,,361
03 66 47 75 30,Le Goff Adrien,adrien.legoff@noos.fr,306
517092700,Émilie Benard,émilie.benard@gmail.com,195
444567047,Véronique Clerc,véronique.clerc@noos.fr,449
434460864,Richard Brunel,,164
219200008,Jacqueline Lesage,,211
450202349,PETITJEAN JOSÉPHINE,joséphine.petitjean@dbmail.com,410
05.53.37.41.93,Becker Alexandria,,242
02 37 23 73 29,Clément Victoire,,161
01.34.57.69.27,Guichard Louise,,72
0328574325,Rémy Zacharie,zacharie.rémy@laposte.net,401
01 80 73 04 63,Bonnet Victoire,,354
0449184055,Odette Michel,,480
04 75 47 81 95,CAMILLE DELATTRE,,94
04.94.84.74.75,Cohen Aimée,,39
+33(0)155203556,Meunier Henriette,,339
06 99 21 43 78,Guichard Aurore,,264
04.77.34.69.62,Colette Schneider,,376
03.21.24.39.86,Valérie Delaunay,,286
04.11.80.14.87,Daniel Marie,,110
01.83.86.39.45,MAURICE CHAUVEAU,,11
05 62 20 78 23,Catherine Bouvier,,259
04 97 48 77 34,Petit Émile,émile.petit@ifrance.com,226
0508430332,Fabre Bertrand,,169
02 34 28 95 35,ANDRÉ PARIS,andré.paris@sfr.fr,228
03.45.39.75.15,PATRICIA GONCALVES,patricia.goncalves@dbmail.com,347
0276849580,PAULINE LESAGE,,10
367827415,Adèle Dupuis,adèle.dupuis@wanadoo.fr,78
04.49.94.57.99,LANGLOIS SUZANNE,suzanne.langlois@voila.fr,336
471341406,Barthelemy Constance,constance.barthelemy@noos.fr,486
04 70 96 62 11,Carpentier Édith,,199
0326038393,DENISE LANGLOIS,,19
0269141073,Labbé Suzanne,,304
0376933094,Mathilde Maillet,,304
01.88.90.32.88,Hardy Lucie,,198
04.67.85.00.47,Pruvost Antoine,,446
03 79 47 02 41,CHANTAL MENARD,chantal.menard@sfr.fr,239
0365905623,DANIEL DIAS,,342
04.15.21.09.96,GEORGES HAMEL,georges.hamel@yahoo.fr,352
+33(0)415681536,Perrin Suzanne,,349
05 18 76 62 42,Petit Anne,anne.petit@ifrance.com,347
0387313995,BENOÎT TEIXEIRA,,219
+33481775206,Renaud Jean,jean.renaud@yahoo.fr,443
05.96.17.51.76,Brun Aurélie,,464
